武器ID,武器名称,触发配件,动作,目标槽位
smg-45,SMG-45冲锋枪,3/7可调倍率狙击镜,add,上副瞄具
smg-45,SMG-45冲锋枪,侦察1.5/5可调瞄准镜,add,遮光罩
smg-45,SMG-45冲锋枪,MEO微型瞄具增高架,add,瞄准镜
smg-45,SMG-45冲锋枪,多用途战术增高架,add,战术设备
smg-45,SMG-45冲锋枪,多用途战术增高架,add,增高座瞄具
smg-45,SMG-45冲锋枪,微型瞄具增高架,add,增高座瞄具
smg-45,SMG-45冲锋枪,SMG45裂变长枪管,add,上贴片
smg-45,SMG-45冲锋枪,SMG45裂变长枪管,add,导轨脚架
smg-45,SMG-45冲锋枪,SMG45裂变长枪管,add,左贴片
smg-45,SMG-45冲锋枪,SMG45裂变长枪管,add,右贴片
smg-45,SMG-45冲锋枪,模块化AR后握把,add,后握贴片
smg-45,SMG-45冲锋枪,AR重塔握把,add,握把座
smg-45,SMG-45冲锋枪,SMG45竹鼠短枪管,add,枪口
smg-45,SMG-45冲锋枪,SMG长弩超长枪管,add,枪口
smg-45,SMG-45冲锋枪,SMG45实用重枪管,add,枪口
sr-25,SR-25射手步枪,灵眼6/12弹道计算狙击镜,add,遮光罩
sr-25,SR-25射手步枪,灵眼3/7弹道计算狙击镜,add,遮光罩
sr-25,SR-25射手步枪,M157火控光学系统,add,遮光罩
sr-25,SR-25射手步枪,6/12神射手变倍狙击镜,add,遮光罩
sr-25,SR-25射手步枪,6/12神射手变倍狙击镜,add,上副瞄具
sr-25,SR-25射手步枪,LPVO多倍率战斗瞄具,add,遮光罩
sr-25,SR-25射手步枪,3/7可调倍率狙击镜,add,遮光罩
sr-25,SR-25射手步枪,3/7可调倍率狙击镜,add,上副瞄具
sr-25,SR-25射手步枪,光学狙击8倍瞄准镜,add,遮光罩
sr-25,SR-25射手步枪,侦察1.5/5可调瞄准镜,add,遮光罩
sr-25,SR-25射手步枪,MEO微型瞄具增高架,add,瞄准镜
sr-25,SR-25射手步枪,多用途战术增高架,add,战术设备
sr-25,SR-25射手步枪,多用途战术增高架,add,增高座瞄具
sr-25,SR-25射手步枪,微型瞄具增高架,add,增高座瞄具
sr-25,SR-25射手步枪,M3狙击镜,add,遮光罩
sr-25,SR-25射手步枪,模块化AR后握把,add,后握贴片
sr-25,SR-25射手步枪,AR重塔握把,add,握把座
sr-25,SR-25射手步枪,SR25瞬息短枪管,add,枪口
sr-25,SR-25射手步枪,SR25追风长枪管,add,枪口
sr-25,SR-25射手步枪,SR25新星超长枪管,add,枪口
sr-3m,SR-3M紧凑突击步枪,灵眼3/7弹道计算狙击镜,add,遮光罩
sr-3m,SR-3M紧凑突击步枪,M157火控光学系统,add,遮光罩
sr-3m,SR-3M紧凑突击步枪,LPVO多倍率战斗瞄具,add,遮光罩
sr-3m,SR-3M紧凑突击步枪,3/7可调倍率狙击镜,add,遮光罩
sr-3m,SR-3M紧凑突击步枪,3/7可调倍率狙击镜,add,上副瞄具
sr-3m,SR-3M紧凑突击步枪,侦察1.5/5可调瞄准镜,add,遮光罩
sr-3m,SR-3M紧凑突击步枪,MEO微型瞄具增高架,add,瞄准镜
sr-3m,SR-3M紧凑突击步枪,多用途战术增高架,add,战术设备
sr-3m,SR-3M紧凑突击步枪,多用途战术增高架,add,增高座瞄具
sr-3m,SR-3M紧凑突击步枪,微型瞄具增高架,add,增高座瞄具
sr-3m,SR-3M紧凑突击步枪,SR-3M铸钢战术枪管,add,前握把
sr-3m,SR-3M紧凑突击步枪,SR-3M铸钢战术枪管,add,上导轨
sr-3m,SR-3M紧凑突击步枪,SR-3M铸钢战术枪管,add,右贴片
sr-3m,SR-3M紧凑突击步枪,SR-3M铸钢战术枪管,add,左贴片
sr-3m,SR-3M紧凑突击步枪,AK重塔握把,add,握把座
sr9,SR9射手步枪,灵眼6/12弹道计算狙击镜,add,遮光罩
sr9,SR9射手步枪,灵眼3/7弹道计算狙击镜,add,遮光罩
sr9,SR9射手步枪,M157火控光学系统,add,遮光罩
sr9,SR9射手步枪,6/12神射手变倍狙击镜,add,遮光罩
sr9,SR9射手步枪,6/12神射手变倍狙击镜,add,上副瞄具
sr9,SR9射手步枪,LPVO多倍率战斗瞄具,add,遮光罩
sr9,SR9射手步枪,3/7可调倍率狙击镜,add,遮光罩
sr9,SR9射手步枪,3/7可调倍率狙击镜,add,上副瞄具
sr9,SR9射手步枪,光学狙击8倍瞄准镜,add,遮光罩
sr9,SR9射手步枪,侦察1.5/5可调瞄准镜,add,遮光罩
sr9,SR9射手步枪,MEO微型瞄具增高架,add,瞄准镜
sr9,SR9射手步枪,多用途战术增高架,add,战术设备
sr9,SR9射手步枪,多用途战术增高架,add,增高座瞄具
sr9,SR9射手步枪,微型瞄具增高架,add,增高座瞄具
sr9,SR9射手步枪,M3狙击镜,add,遮光罩
sr9,SR9射手步枪,G3平台神射枪管组合,add,上导轨
sr9,SR9射手步枪,G3平台神射枪管组合,add,左导轨
sr9,SR9射手步枪,G3平台神射枪管组合,add,导轨脚架
sr9,SR9射手步枪,G3平台神射枪管组合,add,左贴片
sr9,SR9射手步枪,G3平台神射枪管组合,add,右贴片
sr9,SR9射手步枪,G3加强长枪管组合,add,左导轨
sr9,SR9射手步枪,G3加强长枪管组合,add,左贴片
sr9,SR9射手步枪,G3加强长枪管组合,add,导轨脚架
sr9,SR9射手步枪,G3加强长枪管组合,add,右贴片
sr9,SR9射手步枪,G3飓风短枪管组合,add,右贴片
sr9,SR9射手步枪,G3飓风短枪管组合,add,左贴片
sr9,SR9射手步枪,G3飓风短枪管组合,add,左导轨
sr9,SR9射手步枪,G3守卫标准枪管组合,add,左导轨
sr9,SR9射手步枪,G3守卫标准枪管组合,add,左贴片
sr9,SR9射手步枪,G3守卫标准枪管组合,add,导轨脚架
sr9,SR9射手步枪,G3守卫标准枪管组合,add,右贴片
sr9,SR9射手步枪,G3平台神射枪管组合,add,枪口
sv-98,SV-98狙击步枪,灵眼6/12弹道计算狙击镜,add,遮光罩
sv-98,SV-98狙击步枪,灵眼3/7弹道计算狙击镜,add,遮光罩
sv-98,SV-98狙击步枪,M157火控光学系统,add,遮光罩
sv-98,SV-98狙击步枪,6/12神射手变倍狙击镜,add,遮光罩
sv-98,SV-98狙击步枪,6/12神射手变倍狙击镜,add,上副瞄具
sv-98,SV-98狙击步枪,LPVO多倍率战斗瞄具,add,遮光罩
sv-98,SV-98狙击步枪,3/7可调倍率狙击镜,add,遮光罩
sv-98,SV-98狙击步枪,3/7可调倍率狙击镜,add,上副瞄具
sv-98,SV-98狙击步枪,光学狙击8倍瞄准镜,add,遮光罩
sv-98,SV-98狙击步枪,侦察1.5/5可调瞄准镜,add,遮光罩
sv-98,SV-98狙击步枪,MEO微型瞄具增高架,add,瞄准镜
sv-98,SV-98狙击步枪,多用途战术增高架,add,战术设备
sv-98,SV-98狙击步枪,多用途战术增高架,add,增高座瞄具
sv-98,SV-98狙击步枪,微型瞄具增高架,add,增高座瞄具
sv-98,SV-98狙击步枪,M3狙击镜,add,遮光罩
svch,SVCH精确射手步枪,SVCH一体式护木,add,瞄准镜
svch,SVCH精确射手步枪,灵眼6/12弹道计算狙击镜,add,遮光罩
svch,SVCH精确射手步枪,灵眼3/7弹道计算狙击镜,add,遮光罩
svch,SVCH精确射手步枪,M157火控光学系统,add,遮光罩
svch,SVCH精确射手步枪,6/12神射手变倍狙击镜,add,遮光罩
svch,SVCH精确射手步枪,6/12神射手变倍狙击镜,add,上副瞄具
svch,SVCH精确射手步枪,LPVO多倍率战斗瞄具,add,遮光罩
svch,SVCH精确射手步枪,3/7可调倍率狙击镜,add,遮光罩
svch,SVCH精确射手步枪,3/7可调倍率狙击镜,add,上副瞄具
svch,SVCH精确射手步枪,光学狙击8倍瞄准镜,add,遮光罩
svch,SVCH精确射手步枪,侦察1.5/5可调瞄准镜,add,遮光罩
svch,SVCH精确射手步枪,多用途战术增高架,add,战术设备
svch,SVCH精确射手步枪,多用途战术增高架,add,增高座瞄具
svch,SVCH精确射手步枪,微型瞄具增高架,add,增高座瞄具
svch,SVCH精确射手步枪,M3狙击镜,add,遮光罩
svch,SVCH精确射手步枪,SVCH碳纤长枪管,add,枪机
svch,SVCH精确射手步枪,SVCH凌风并联弹匣,disable,弹匣座
svd,SVD狙击步枪,灵眼6/12弹道计算狙击镜,add,遮光罩
svd,SVD狙击步枪,灵眼3/7弹道计算狙击镜,add,遮光罩
svd,SVD狙击步枪,M157火控光学系统,add,遮光罩
svd,SVD狙击步枪,6/12神射手变倍狙击镜,add,遮光罩
svd,SVD狙击步枪,6/12神射手变倍狙击镜,add,上副瞄具
svd,SVD狙击步枪,LPVO多倍率战斗瞄具,add,遮光罩
svd,SVD狙击步枪,3/7可调倍率狙击镜,add,遮光罩
svd,SVD狙击步枪,3/7可调倍率狙击镜,add,上副瞄具
svd,SVD狙击步枪,光学狙击8倍瞄准镜,add,遮光罩
svd,SVD狙击步枪,侦察1.5/5可调瞄准镜,add,遮光罩
svd,SVD狙击步枪,MEO微型瞄具增高架,add,瞄准镜
svd,SVD狙击步枪,多用途战术增高架,add,战术设备
svd,SVD狙击步枪,多用途战术增高架,add,增高座瞄具
svd,SVD狙击步枪,微型瞄具增高架,add,增高座瞄具
svd,SVD狙击步枪,M3狙击镜,add,遮光罩
svd,SVD狙击步枪,SVD导轨护木,add,导轨脚架
svd,SVD狙击步枪,SVD导轨护木,add,上导轨
svd,SVD狙击步枪,SVD导轨护木,add,前握把
svd,SVD狙击步枪,SVD导轨护木,add,上贴片
svd,SVD狙击步枪,SVD导轨护木,add,左导轨
svd,SVD狙击步枪,SVD导轨护木,add,右导轨
svd,SVD狙击步枪,svd聚合物护木,add,前握把
svd,SVD狙击步枪,svd聚合物护木,add,右导轨
svd,SVD狙击步枪,svd聚合物护木,add,左导轨
svd,SVD狙击步枪,SVD握把转接,add,枪托
svd,SVD狙击步枪,SVD握把转接,add,后握把2
svd,SVD狙击步枪,AK重塔握把,add,握把座
uzi,UZI冲锋枪,灵眼3/7弹道计算狙击镜,add,遮光罩
uzi,UZI冲锋枪,M157火控光学系统,add,遮光罩
uzi,UZI冲锋枪,LPVO多倍率战斗瞄具,add,遮光罩
uzi,UZI冲锋枪,3/7可调倍率狙击镜,add,遮光罩
uzi,UZI冲锋枪,3/7可调倍率狙击镜,add,上副瞄具
uzi,UZI冲锋枪,侦察1.5/5可调瞄准镜,add,遮光罩
uzi,UZI冲锋枪,MEO微型瞄具增高架,add,瞄准镜
uzi,UZI冲锋枪,多用途战术增高架,add,战术设备
uzi,UZI冲锋枪,多用途战术增高架,add,增高座瞄具
uzi,UZI冲锋枪,微型瞄具增高架,add,增高座瞄具
uzi,UZI冲锋枪,UZI性能护木,disable,前握把
uzi,UZI冲锋枪,UZI性能护木,disable,左导轨
uzi,UZI冲锋枪,UZI性能护木,disable,右导轨
uzi,UZI冲锋枪,UZI军需长枪管,add,枪口
uzi,UZI冲锋枪,UZI突击标准枪管,add,枪口
uzi,UZI冲锋枪,UZI竞赛性能长枪管,add,枪口
vector,Vector冲锋枪,灵眼3/7弹道计算狙击镜,add,遮光罩
vector,Vector冲锋枪,M157火控光学系统,add,遮光罩
vector,Vector冲锋枪,LPVO多倍率战斗瞄具,add,遮光罩
vector,Vector冲锋枪,3/7可调倍率狙击镜,add,遮光罩
vector,Vector冲锋枪,3/7可调倍率狙击镜,add,上副瞄具
vector,Vector冲锋枪,侦察1.5/5可调瞄准镜,add,遮光罩
vector,Vector冲锋枪,MEO微型瞄具增高架,add,瞄准镜
vector,Vector冲锋枪,多用途战术增高架,add,战术设备
vector,Vector冲锋枪,多用途战术增高架,add,增高座瞄具
vector,Vector冲锋枪,微型瞄具增高架,add,增高座瞄具
vector,Vector冲锋枪,Vector长剑超长枪管组合,add,左导轨
vector,Vector冲锋枪,Vector长剑超长枪管组合,add,导轨脚架
vector,Vector冲锋枪,Vector长剑超长枪管组合,add,左贴片
vector,Vector冲锋枪,Vector长剑超长枪管组合,add,上贴片
vector,Vector冲锋枪,Vector长剑超长枪管组合,add,右导轨
vector,Vector冲锋枪,Vector长剑超长枪管组合,add,右贴片
vector,Vector冲锋枪,Vector堡垒重枪管组合,add,右导轨
vector,Vector冲锋枪,Vector堡垒重枪管组合,add,左导轨
vector,Vector冲锋枪,Vector导轨枪管组合,add,左导轨
vector,Vector冲锋枪,Vector导轨枪管组合,add,导轨脚架
vector,Vector冲锋枪,Vector导轨枪管组合,add,右导轨
vector,Vector冲锋枪,Vector扩容CMAG70发,disable,弹匣座
vector,Vector冲锋枪,Vector堡垒重枪管组合,disable,前握把
vector,Vector冲锋枪,Vector长剑超长枪管组合,add,枪口
vector,Vector冲锋枪,Vector堡垒重枪管组合,add,枪口
vector,Vector冲锋枪,Vector导轨枪管组合,add,枪口
vss,VSS射手步枪,灵眼6/12弹道计算狙击镜,add,遮光罩
vss,VSS射手步枪,灵眼3/7弹道计算狙击镜,add,遮光罩
vss,VSS射手步枪,M157火控光学系统,add,遮光罩
vss,VSS射手步枪,6/12神射手变倍狙击镜,add,遮光罩
vss,VSS射手步枪,6/12神射手变倍狙击镜,add,上副瞄具
vss,VSS射手步枪,LPVO多倍率战斗瞄具,add,遮光罩
vss,VSS射手步枪,3/7可调倍率狙击镜,add,遮光罩
vss,VSS射手步枪,3/7可调倍率狙击镜,add,上副瞄具
vss,VSS射手步枪,光学狙击8倍瞄准镜,add,遮光罩
vss,VSS射手步枪,侦察1.5/5可调瞄准镜,add,遮光罩
vss,VSS射手步枪,MEO微型瞄具增高架,add,瞄准镜
vss,VSS射手步枪,多用途战术增高架,add,战术设备
vss,VSS射手步枪,多用途战术增高架,add,增高座瞄具
vss,VSS射手步枪,微型瞄具增高架,add,增高座瞄具
vss,VSS射手步枪,M3狙击镜,add,遮光罩
vss,VSS射手步枪,VSS海啸长枪管组合,add,上导轨
vss,VSS射手步枪,VSS海啸长枪管组合,add,导轨脚架
