名称,分类,图片URL
实用垂直握把,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/%E5%AE%9E%E7%94%A8%E5%9E%82%E7%9B%B4%E6%8F%A1%E6%8A%8A-removebg-preview.png
相位战斗前握把,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/%E7%9B%B8%E4%BD%8D%E6%88%98%E6%96%97%E5%89%8D%E6%8F%A1%E6%8A%8A-removebg-preview.png
斜角阻手器,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/%E6%96%9C%E8%A7%92%E9%98%BB%E6%89%8B%E5%99%A8-removebg-preview.png
战术垂直握把,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/%E6%88%98%E6%9C%AF%E5%9E%82%E7%9B%B4%E6%8F%A1%E6%8A%8A-removebg-preview.png
战术三角握把,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/%E6%88%98%E6%9C%AF%E4%B8%89%E8%A7%92%E6%8F%A1%E6%8A%8A-removebg-preview.png
折叠握把,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/%E6%8A%98%E5%8F%A0%E6%8F%A1%E6%8A%8A-removebg-preview.png
CR棱镜阻手器,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/CR%E6%A3%B1%E9%95%9C%E9%98%BB%E6%89%8B%E5%99%A8-removebg-preview.png
EC通用前阻手,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/EC%E9%80%9A%E7%94%A8%E5%89%8D%E9%98%BB%E6%89%8B-removebg-preview.png
K1精英斜角握把,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/K1%E7%B2%BE%E8%8B%B1%E6%96%9C%E8%A7%92%E6%8F%A1%E6%8A%8A-removebg-preview.png
RK-0前握把,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/RK-0%E5%89%8D%E6%8F%A1%E6%8A%8A-removebg-preview.png
VFG骑士前握把,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/VFG%E9%AA%91%E5%A3%AB%E5%89%8D%E6%8F%A1%E6%8A%8A-removebg-preview.png
X25U斜侧战斗握把,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/X25U%E6%96%9C%E4%BE%A7%E6%88%98%E6%96%97%E6%8F%A1%E6%8A%8A-removebg-preview.png
ZFSG战术握把,前握把,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E5%89%8D%E6%8F%A1%E6%8A%8A/ZFSG%E6%88%98%E6%9C%AF%E6%8F%A1%E6%8A%8A-removebg-preview.png
357口径左轮长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/357%E5%8F%A3%E5%BE%84%E5%B7%A6%E8%BD%AE%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
357左轮逐风者枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/357%E5%B7%A6%E8%BD%AE%E9%80%90%E9%A3%8E%E8%80%85%E6%9E%AA%E7%AE%A1-removebg-preview.png
357左轮逐风者长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/357%E5%B7%A6%E8%BD%AE%E9%80%90%E9%A3%8E%E8%80%85%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
725双管霰弹枪拦截者截短枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/725%E5%8F%8C%E7%AE%A1%E9%9C%B0%E5%BC%B9%E6%9E%AA%E6%8B%A6%E6%88%AA%E8%80%85%E6%88%AA%E7%9F%AD%E6%9E%AA%E7%AE%A1-removebg-preview.png
725双管霰弹枪鹰隼长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/725%E5%8F%8C%E7%AE%A1%E9%9C%B0%E5%BC%B9%E6%9E%AA%E9%B9%B0%E9%9A%BC%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
93R实用轻枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/93R%E5%AE%9E%E7%94%A8%E8%BD%BB%E6%9E%AA%E7%AE%A1-removebg-preview.png
93R实用长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/93R%E5%AE%9E%E7%94%A8%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
93R实用重枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/93R%E5%AE%9E%E7%94%A8%E9%87%8D%E6%9E%AA%E7%AE%A1-removebg-preview.png
93R远射超长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/93R%E8%BF%9C%E5%B0%84%E8%B6%85%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
93R战术枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/93R%E6%88%98%E6%9C%AF%E6%9E%AA%E7%AE%A1-removebg-preview.png
短吻鳄枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E7%9F%AD%E5%90%BB%E9%B3%84%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
杠杆式步枪猎鹿人枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E6%9D%A0%E6%9D%86%E5%BC%8F%E6%AD%A5%E6%9E%AA%E7%8C%8E%E9%B9%BF%E4%BA%BA%E6%9E%AA%E7%AE%A1-removebg-preview.png
杠杆式步枪拓荒者枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E6%9D%A0%E6%9D%86%E5%BC%8F%E6%AD%A5%E6%9E%AA%E6%8B%93%E8%8D%92%E8%80%85%E6%9E%AA%E7%AE%A1-removebg-preview.png
沙漠之鹰镂空竞赛套件,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E6%B2%99%E6%BC%A0%E4%B9%8B%E9%B9%B0%E9%95%82%E7%A9%BA%E7%AB%9E%E8%B5%9B%E5%A5%97%E4%BB%B6-removebg-preview.png
沙鹰竞技枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E6%B2%99%E9%B9%B0%E7%AB%9E%E6%8A%80%E6%9E%AA%E7%AE%A1-removebg-preview.png
沙鹰膛线长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E6%B2%99%E9%B9%B0%E8%86%9B%E7%BA%BF%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
新式蛟龙战术长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E6%96%B0%E5%BC%8F%E8%9B%9F%E9%BE%99%E6%88%98%E6%9C%AF%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
新式雪豹短枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E6%96%B0%E5%BC%8F%E9%9B%AA%E8%B1%B9%E7%9F%AD%E6%9E%AA%E7%AE%A1-removebg-preview.png
野牛打击者标准枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E9%87%8E%E7%89%9B%E6%89%93%E5%87%BB%E8%80%85%E6%A0%87%E5%87%86%E6%9E%AA%E7%AE%A1-removebg-preview.png
野牛刀锋超长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E9%87%8E%E7%89%9B%E5%88%80%E9%94%8B%E8%B6%85%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
野牛伞兵短枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E9%87%8E%E7%89%9B%E4%BC%9E%E5%85%B5%E7%9F%AD%E6%9E%AA%E7%AE%A1-removebg-preview.png
夜莺一体消音组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E5%A4%9C%E8%8E%BA%E4%B8%80%E4%BD%93%E6%B6%88%E9%9F%B3%E7%BB%84%E5%90%88-removebg-preview.png
勇士海狸枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E5%8B%87%E5%A3%AB%E6%B5%B7%E7%8B%B8%E6%9E%AA%E7%AE%A1-removebg-preview.png
勇士战术枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E5%8B%87%E5%A3%AB%E6%88%98%E6%9C%AF%E6%9E%AA%E7%AE%A1-removebg-preview.png
左轮实用短管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E5%B7%A6%E8%BD%AE%E5%AE%9E%E7%94%A8%E7%9F%AD%E7%AE%A1-removebg-preview.png
左轮实用长管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/%E5%B7%A6%E8%BD%AE%E5%AE%9E%E7%94%A8%E9%95%BF%E7%AE%A1-removebg-preview.png
AK12精英脚架长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AK12%E7%B2%BE%E8%8B%B1%E8%84%9A%E6%9E%B6%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
AK12前线长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AK12%E5%89%8D%E7%BA%BF%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
AKM超然长枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AKM%E8%B6%85%E7%84%B6%E9%95%BF%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
AKM海狸枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AKM%E6%B5%B7%E7%8B%B8%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
AKM海狸长枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AKM%E6%B5%B7%E7%8B%B8%E9%95%BF%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
AKM实用标准枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AKM%E5%AE%9E%E7%94%A8%E6%A0%87%E5%87%86%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
AKM实用长枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AKM%E5%AE%9E%E7%94%A8%E9%95%BF%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
AKM性能枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AKM%E6%80%A7%E8%83%BD%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
AR57激流超长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AR57%E6%BF%80%E6%B5%81%E8%B6%85%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
AR标准枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AR%E6%A0%87%E5%87%86%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
AR加百列长枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AR%E5%8A%A0%E7%99%BE%E5%88%97%E9%95%BF%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
AR碳纤维枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AR%E7%A2%B3%E7%BA%A4%E7%BB%B4%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
AR特攻短枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AR%E7%89%B9%E6%94%BB%E7%9F%AD%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
AR特勤一体消音组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AR%E7%89%B9%E5%8B%A4%E4%B8%80%E4%BD%93%E6%B6%88%E9%9F%B3%E7%BB%84%E5%90%88-removebg-preview.png
AR战壕标准枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AR%E6%88%98%E5%A3%95%E6%A0%87%E5%87%86%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
ASh-12歼灭高精长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/ASh-12%E6%AD%BC%E7%81%AD%E9%AB%98%E7%B2%BE%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
ASh-12战斧重型枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/ASh-12%E6%88%98%E6%96%A7%E9%87%8D%E5%9E%8B%E6%9E%AA%E7%AE%A1-removebg-preview.png
ASh-12CQB短枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/ASh-12CQB%E7%9F%AD%E6%9E%AA%E7%AE%A1-removebg-preview.png
ASVal刺客高级枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/ASVal%E5%88%BA%E5%AE%A2%E9%AB%98%E7%BA%A7%E6%9E%AA%E7%AE%A1-removebg-preview.png
AUG晨零一体消音管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AUG%E6%99%A8%E9%9B%B6%E4%B8%80%E4%BD%93%E6%B6%88%E9%9F%B3%E7%AE%A1-removebg-preview.png
AUG尖兵标准枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AUG%E5%B0%96%E5%85%B5%E6%A0%87%E5%87%86%E6%9E%AA%E7%AE%A1-removebg-preview.png
AUG精英脚架长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AUG%E7%B2%BE%E8%8B%B1%E8%84%9A%E6%9E%B6%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
AUG实用集成三倍镜枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AUG%E5%AE%9E%E7%94%A8%E9%9B%86%E6%88%90%E4%B8%89%E5%80%8D%E9%95%9C%E6%9E%AA%E7%AE%A1-removebg-preview.png
AWM天际线长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/AWM%E5%A4%A9%E9%99%85%E7%BA%BF%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
FS-12剑冢长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/FS-12%E5%89%91%E5%86%A2%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
G17轻量化枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/G17%E8%BD%BB%E9%87%8F%E5%8C%96%E6%9E%AA%E7%AE%A1-removebg-preview.png
G17战术重枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/G17%E6%88%98%E6%9C%AF%E9%87%8D%E6%9E%AA%E7%AE%A1-removebg-preview.png
G18冲击长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/G18%E5%86%B2%E5%87%BB%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
G3加强长枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/G3%E5%8A%A0%E5%BC%BA%E9%95%BF%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
G3飓风短枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/G3%E9%A3%93%E9%A3%8E%E7%9F%AD%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
G3平台神射枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/G3%E5%B9%B3%E5%8F%B0%E7%A5%9E%E5%B0%84%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
G3守卫标准枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/G3%E5%AE%88%E5%8D%AB%E6%A0%87%E5%87%86%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
HVK格斗套件,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/HVK%E6%A0%BC%E6%96%97%E5%A5%97%E4%BB%B6-removebg-preview.png
HVK链锯套件,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/HVK%E9%93%BE%E9%94%AF%E5%A5%97%E4%BB%B6-removebg-preview.png
HVK双发套件,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/HVK%E5%8F%8C%E5%8F%91%E5%A5%97%E4%BB%B6-removebg-preview.png
K416精英重枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/K416%E7%B2%BE%E8%8B%B1%E9%87%8D%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
K416特勤短枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/K416%E7%89%B9%E5%8B%A4%E7%9F%AD%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
K416A8枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/K416A8%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
K416A8长枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/K416A8%E9%95%BF%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
K437断刃短枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/K437%E6%96%AD%E5%88%83%E7%9F%AD%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
K437特攻一体消音枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/K437%E7%89%B9%E6%94%BB%E4%B8%80%E4%BD%93%E6%B6%88%E9%9F%B3%E6%9E%AA%E7%AE%A1-removebg-preview.png
K437长矛手长枪管组合,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/K437%E9%95%BF%E7%9F%9B%E6%89%8B%E9%95%BF%E6%9E%AA%E7%AE%A1%E7%BB%84%E5%90%88-removebg-preview.png
KC17短刃枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/KC17%E7%9F%AD%E5%88%83%E6%9E%AA%E7%AE%A1-removebg-preview.png
KC17影舞者消音,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/KC17%E5%BD%B1%E8%88%9E%E8%80%85%E6%B6%88%E9%9F%B3-removebg-preview.png
KC17长剑枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/KC17%E9%95%BF%E5%89%91%E6%9E%AA%E7%AE%A1-removebg-preview.png
M1014断点枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/M1014%E6%96%AD%E7%82%B9%E6%9E%AA%E7%AE%A1-removebg-preview.png
M14洞察超长枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/M14%E6%B4%9E%E5%AF%9F%E8%B6%85%E9%95%BF%E6%9E%AA%E7%AE%A1-removebg-preview.png
M14漫游标准枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/M14%E6%BC%AB%E6%B8%B8%E6%A0%87%E5%87%86%E6%9E%AA%E7%AE%A1-removebg-preview.png
M14轻语短枪管,枪管,https://hpromax.top/static/assets/ui-cutouts/%E9%85%8D%E4%BB%B6%E5%9B%BE%E7%89%87/%E6%9E%AA%E7%AE%A1/M14%E8%BD%BB%E8%AF%AD%E7%9F%AD%E6%9E%AA%E7%AE%A1-removebg-preview.png
